House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price
H-1731,Maplewood,2241,7,1,2005,1996,5,573203.6167439523
H-1957,Sunny Valley,"2,908",6,2,1992,2017,10,847470.5811843013
H-0593,Sunny Valley,2501,3,1,1968,2009,9,
H-0720,Industrial District,2867 sqft,5,4,1997,2006,5,553069.4858418282
H-1193,Maplewood,1339 sqft,4,4,1964,1992,1,323741.5958612684
H-0660,Sunny Valley,"3,176",2,1,2004,2023,10,798759.833400066
H-1749,Golden Ridge,1184 sqft,6,3,1988,2006,9,573825.1750000186
H-1210,Sunny Valley,958 sqft,4,3,1970,2022,9,353962.7864591267
H-1435,Golden Ridge,1407,2,1,2013,1998,8,507584.14004858467
H-0633,Maplewood,1893 sqft,4,2,1962,2002,10,442682.3204384079
H-0702,Sunny Valley,2437,4,4,2007,2017,3,664128.6521395646
H-0044,Gilden Ridge,1343 sqft,4,3,2010,1996,9,424032.47865864006
H-0764,Golden Ridge,670,6,3,1960,2014,3,388532.57071708434
H-0562,Golden Ridge,"2,509",2,1,2001,1991,5,
H-1296,Sunny Valley,1339,4,4,1985,2020,4,418386.4000194119
H-1038,Golden Ridge,891 sqft,7,4,1978,2022,5,467021.88484468556
H-1459,Maplewood,2430 sqft,6,3,2004,2007,2,557176.5957392055
H-1429,Swamp Bottom,2479 sqft,3,2,1981,2022,3,265520.04201985715
H-0213,Sunny Valley,787,2,3,1982,2018,9,327539.68879100686
H-1621,Golden Ridge,2221,6,4,1972,2015,5,866211.0651483467
H-0359,Maplewood,762,7,4,1983,1991,8,333823.12312547286
H-0292,Swamp Bottom,931,7,3,1966,1997,8,176821.19945369943
H-1967,Sunny Valley,242,7,4,1961,1993,5,268274.14220606885
H-1376,Sunny Valley,2143 sqft,2,1,1985,2010,3,507832.6509059041
H-0508,Industrial District,2490 sqft,2,1,2020,1990,5,
H-1720,Golden Ridge,1266,7,2,1981,2006,5,584096.3651220151
H-1806,Maplewood,3166,2,2,1985,2021,10,687322.5882203697
H-1297,Golden Ridge,"2,471",3,1,1964,2005,1,786879.8190167306
H-0585,Sunny Valley,2158 sqft,4,4,1997,2002,2,
H-0882,Golden Ridge,1280 sqft,3,4,1968,2011,2,456118.8616492573
H-1156,Sunny Valley,"2,803",2,2,1963,1993,8,746954.4460646135
H-0923,Swamp Bottom,2703,5,3,1998,2015,2,264143.5118830183
H-1177,Golden Ridge,"2,542",7,2,2014,2011,5,992610.5082742597
H-0291,Golden Ridge,1885,7,1,2008,2017,9,838088.4173708854
H-0921,Maplewood,1827,7,4,2001,2007,2,496953.94051720336
H-1310,Golden Ridge,1914 sqft,2,3,1986,2008,1,623514.2836687972
H-1951,Sunny Valley,2256,7,3,1978,2001,1,633627.5414383985
H-0307,Sunny Valley,366,7,4,1965,1994,10,301914.93666105677
H-0200,Maplewood,2523,6,3,1962,1993,3,540069.2561451204
H-0069,Gilden Ridge,1681 sqft,2,2,2010,2009,1,287372.39321109175
H-0467,Swamp Bottom,2495,2,3,1981,2013,1,212484.6841548993
H-1894,Maplewood,"2,180",4,4,2003,2014,8,523280.1123682596
H-1971,Swamp Bottom,1472,5,3,1965,1996,8,241458.38990649758
H-1520,Golden Ridge,601 sqft,6,3,2006,1994,9,454122.4925775838
H-0003,Gilden Ridge,2248 sqft,7,3,2003,2023,6,572971.3512246349
H-1606,Golden Ridge,"1,359",4,4,1998,2000,7,566985.4667546436
H-0149,Swamp Botom,"2,447",7,3,1981,2023,9,735147.8148860064
H-1949,Sunny Valley,1179,7,1,1984,1990,2,398280.71483727894
H-1627,Maplewood,"1,796",3,1,2018,1990,5,468298.4277181115
H-0015,Gilden Ridge,"2,701",5,1,1988,2010,4,0.0
H-0002,Gilden Ridge,1688 sqft,5,4,1965,2017,4,381103.52316251444
H-1275,Golden Ridge,"2,306",2,3,1987,2010,8,883156.9588252094
H-1049,Golden Ridge,2548 sqft,2,3,2022,2013,2,847539.6177013736
H-1234,Maplewood,1543,2,2,2000,2008,10,370672.1420961646
H-0729,Sunny Valley,2365,5,2,1969,1992,6,660009.7517458448
H-0737,Swamp Bottom,1917 sqft,5,3,2020,1990,1,196428.206956323
H-1485,Sunny Valley,3369,3,4,2016,2016,1,785550.6116322612
H-1424,Industrial District,"1,740",3,4,2011,2005,7,329788.77231568564
H-1740,Swamp Bottom,456 sqft,6,4,2000,2021,4,124609.52671502884
H-1365,Golden Ridge,2767 sqft,3,4,1996,1998,3,951237.1158038384
H-0535,Industrial District,666,2,3,1961,2004,8,
H-0216,Sunny Valley,"2,122",5,3,2013,1991,8,609353.4500422479
H-1232,Sunny Valley,2443,5,2,1961,1990,3,618362.5242447366
H-1904,Maplewood,"2,371",7,3,2024,2013,7,590147.3754428703
H-1861,Maplewood,"2,561",7,1,2012,1992,1,587029.4761798952
H-0631,Swamp Bottom,"2,494",5,3,2015,2002,8,331838.04551913496
H-1748,Swamp Bottom,359 sqft,7,4,1975,1992,9,58335.06350380974
H-0004,Gilden Ridge,3216,3,2,1983,2021,10,865678.1069932629
H-1878,Sunny Valley,2617 sqft,2,1,1968,1997,8,665464.3567147277
H-0488,Industrial District,"1,427",5,4,2024,2011,4,298828.370099116
H-1501,Maplewood,1880,6,2,1968,2011,6,437607.907213898
H-1573,Swamp Bottom,633,3,2,2008,2003,4,109354.00510007357
H-0051,Gilden Ridge,1529 sqft,2,3,2001,1996,2,122876.03523583463
H-1199,Golden Ridge,279 sqft,4,3,2000,2008,2,209335.4182820694
H-1667,Industrial District,"2,554",5,2,1977,2002,10,469699.9227750779
H-1366,Maplewood,2553,2,1,1979,2002,3,522172.00974845194
H-1854,Industrial District,2721,2,2,1977,2018,8,439544.22272492904
H-0969,Maplewood,2542,6,4,1977,2003,4,627900.3269043133
H-1515,Golden Ridge,1349,5,1,2020,2020,2,506961.93397636915
H-0391,Sunny Valley,2014,4,4,1976,2013,4,499358.54645210964
H-0607,Sunny Valley,2869,4,3,1976,2006,9,767162.7014486657
H-0234,Sunny Valley,2073 sqft,5,1,1974,2013,8,607211.3153094227
H-1479,Sunny Valley,2520,2,3,2021,2024,6,613754.5214859484
H-0805,Maplewood,2294 sqft,7,2,1994,2002,3,558698.4057865195
H-0056,Gilden Ridge,1929 sqft,3,2,1988,2014,5,688681.5818775516
H-0123,Swamp Botom,"1,902",5,3,1978,2007,8,771138.0036911741
H-1876,Maplewood,3440,5,1,1972,2018,1,692941.5138366693
H-0552,Maplewood,600 sqft,4,4,1960,2010,5,
H-1517,Swamp Bottom,"1,544",7,4,2003,2012,4,216314.6779925843
H-1011,Industrial District,2429,5,1,2020,1990,10,498753.1264995724
H-1058,Maplewood,2210,5,2,1963,1990,10,532485.7858156782
H-1970,Golden Ridge,1012 sqft,2,3,2019,1991,3,359894.21446813666
H-1065,Maplewood,1630 sqft,5,2,1977,2006,7,451662.9688412204
H-1020,Maplewood,2313 sqft,5,2,1987,2016,6,565432.9736385613
H-0807,Industrial District,"1,634",4,2,1977,1993,3,276078.5540456596
H-0089,Gilden Ridge,2900 sqft,5,2,1982,2011,2,637630.7093218259
H-1838,Industrial District,2061 sqft,7,2,1990,2004,9,441613.18765739334
H-0376,Swamp Bottom,1935,6,3,1990,2023,3,208291.76007559526
H-0627,Maplewood,490 sqft,4,2,1978,1991,8,230053.36498554033
H-1781,Industrial District,2738,5,4,1966,2002,10,467439.42335987405
H-0327,Maplewood,2340,5,2,2010,1999,9,564455.2176699651
H-0142,Swamp Botom,2376 sqft,6,1,2011,1997,2,525011.1471461877
H-0833,Sunny Valley,"1,335",7,4,1977,2024,7,480835.1902020325
H-0390,Industrial District,2950,2,1,2002,2010,7,503415.0832764323
H-0767,Swamp Bottom,2138,3,1,1997,2004,8,219620.36612796335
H-1660,Maplewood,2473,5,3,1990,1995,10,574844.0768032535
H-1994,Swamp Bottom,2473,5,4,2007,2022,2,281085.66525687295
H-0954,Sunny Valley,"1,788",2,3,2015,2023,2,451088.0209366601
H-0941,Maplewood,"2,383",4,1,2007,2021,3,494003.9538720977
H-1600,Sunny Valley,3231,3,1,2021,1991,1,763306.3759432127
H-0330,Sunny Valley,1115,6,2,1968,2001,6,415457.23439651163
H-1024,Industrial District,1842 sqft,4,2,2006,1996,8,355006.62124763074
H-0980,Sunny Valley,1616 sqft,2,1,2001,2017,7,451867.6537991145
H-0480,Maplewood,"1,609",6,4,2015,2024,10,460383.75198409276
H-0114,Swamp Botom,903,3,1,2007,2021,8,244302.5701961303
H-1025,Maplewood,1751,6,2,2016,2016,8,471591.64107023436
H-0131,Swamp Botom,1252 sqft,4,2,2010,1999,5,385594.10706185666
H-0479,Maplewood,1724,7,1,1981,2017,9,492738.3340761068
H-0744,Sunny Valley,707 sqft,4,2,2010,2022,7,303604.4843230655
H-0858,Maplewood,3174 sqft,5,4,2012,1999,1,648582.5396064172
