House_ID,Neighborhood,Square_Feet,Bedrooms,Bathrooms,Year_Built,Year_Renovated,Condition,Sold_Price,Effective_Age,Neighborhood_Tier
H-0099,Golden Ridge,1747,3,4,1977,2018,1,550649.9927879022,8,5
H-1402,Golden Ridge,2299,3,2,1961,1993,4,745914.0075798923,33,5
H-1312,Maplewood,1670,6,2,2017,2021,10,460826.09310165246,5,3
H-1433,Maplewood,1612,5,2,1998,1998,2,393695.6591688377,28,3
H-0035,Golden Ridge,1475,6,1,1965,1993,9,218567.1435576272,33,5
H-0763,Maplewood,1433,4,3,1968,1994,5,377545.2825860589,32,3
H-1929,Golden Ridge,745,4,2,1995,1998,3,328983.6832006563,28,5
H-0049,Golden Ridge,1924,2,1,1981,2018,4,498250.6071275536,8,5
H-1144,Sunny Valley,3460,7,2,1999,2007,10,934310.9883189944,19,4
H-1458,Sunny Valley,3375,2,3,2002,2022,4,811660.2830590694,4,4
H-1952,Maplewood,1218,6,4,1998,2008,4,337885.39984583,18,3
H-0983,Golden Ridge,1358,7,2,1969,2006,9,690735.3444503248,20,5
H-1492,Sunny Valley,1816,6,1,2004,2012,1,493599.4057311123,14,4
H-0093,Golden Ridge,1000,3,2,1984,2022,1,200820.8462723111,4,5
H-1597,Golden Ridge,1809,3,1,1990,2020,3,619686.2124307409,6,5
H-1391,Golden Ridge,2698,7,2,1969,2019,9,1121165.762210701,7,5
H-0368,Sunny Valley,693,6,4,1999,2021,1,313553.41461301496,5,4
H-0061,Golden Ridge,3073,6,2,1965,2020,9,829143.7338568254,6,5
H-0575,Industrial District,1711,3,4,1961,2011,7,305139.96,15,2
H-1691,Maplewood,2024,3,4,1970,2007,9,440967.2849433497,19,3
H-1238,Industrial District,2521,5,1,1979,2021,8,488744.60236615705,5,2
H-0568,Industrial District,795,3,2,1974,2011,5,258564.83,15,2
H-1124,Maplewood,2168,5,4,1971,2005,7,518397.9081202724,21,3
H-1832,Maplewood,1117,7,3,1970,2008,6,373996.9965904608,18,3
H-0726,Golden Ridge,686,4,4,1997,2006,3,370865.0195372978,20,5
H-0742,Maplewood,2274,7,1,1965,2003,10,562710.1249699731,23,3
H-0815,Maplewood,2247,2,1,2017,2019,4,464421.34110326605,7,3
H-0313,Industrial District,2554,4,1,1992,2014,2,430121.9770431213,12,2
H-1525,Sunny Valley,2499,4,4,2002,2014,1,647294.0397679633,12,4
H-0406,Sunny Valley,873,5,2,1981,2002,8,354158.93408538733,24,4
H-0034,Golden Ridge,2925,2,3,1990,2003,7,475297.2675551125,23,5
H-1404,Maplewood,1836,7,3,1963,2015,2,407319.369988902,11,3
H-0299,Golden Ridge,1267,7,3,2004,2022,8,622982.4392550874,4,5
H-1576,Golden Ridge,3910,3,3,1981,2003,3,1241147.1693326023,23,5
H-0662,Maplewood,2040,6,1,2007,2011,1,442268.056213686,15,3
H-0166,Swamp Bottom,3476,5,3,1977,1999,2,867007.4370903025,27,1
H-0787,Sunny Valley,2315,6,3,2007,2019,8,686908.0634626105,7,4
H-0636,Maplewood,2555,4,4,1990,2020,7,587810.2339585508,6,3
H-1393,Maplewood,2325,5,4,1992,2009,3,527788.0279083275,17,3
H-1245,Maplewood,1590,6,3,2001,2004,2,346441.5874733373,22,3
H-1875,Maplewood,1738,4,3,1982,2002,6,405047.9762461088,24,3
H-0486,Golden Ridge,915,6,4,2011,2024,5,471886.5991694916,2,5
H-0225,Sunny Valley,2683,7,3,1965,2002,4,789966.7369098841,24,4
H-1288,Golden Ridge,3451,7,2,1990,2022,5,1256863.975747215,4,5
H-0106,Swamp Bottom,1960,5,3,1986,2018,7,585267.0766929173,8,1
H-0554,Swamp Bottom,3340,2,4,1973,1994,8,245156.9,32,1
H-0032,Golden Ridge,2345,5,4,1970,2015,3,856079.7561303598,11,5
H-1641,Swamp Bottom,2845,3,4,1996,2007,4,300744.3675471463,19,1
H-1974,Sunny Valley,3284,2,3,1960,2009,3,793743.5385556874,17,4
H-1962,Swamp Bottom,1251,7,4,1994,2007,8,162028.1174577452,19,1
H-1567,Golden Ridge,3976,5,4,1975,2005,7,1367529.4992217696,21,5
H-1772,Swamp Bottom,2101,3,4,2017,2020,8,226431.18555469532,6,1
H-0907,Sunny Valley,1699,2,2,1984,2004,8,502931.9845001612,22,4
H-0863,Sunny Valley,2648,4,4,1987,2012,8,732780.8155941343,14,4
H-0110,Swamp Bottom,655,6,2,1985,2006,8,373501.8346888527,20,1
H-1881,Swamp Bottom,1949,4,3,2017,2019,2,240797.8057586478,7,1
H-1569,Maplewood,2249,3,1,1966,2009,1,478474.824729757,17,3
H-1527,Sunny Valley,2640,5,4,1989,2005,5,663467.9288465712,21,4
H-0453,Industrial District,2409,2,1,1994,2010,6,383627.0345242801,16,2
H-1938,Maplewood,3964,7,4,1966,1999,3,821478.484575726,27,3
H-0586,Golden Ridge,3607,3,3,2000,2004,3,636171.05,22,5
H-2014,Golden Ridge,1165,5,1,1971,1998,4,0.0,28,5
H-1505,Sunny Valley,2139,7,4,1962,1991,7,656630.1635040108,35,4
H-1273,Golden Ridge,1273,4,2,1994,2010,2,533753.163394812,16,5
H-0560,Maplewood,1703,2,2,2009,2019,7,496636.65,7,3
H-0885,Sunny Valley,2849,7,1,2013,2016,1,762964.9959764407,10,4
H-0804,Sunny Valley,1888,2,4,1992,1998,5,495737.1171235066,28,4
H-0679,Swamp Bottom,2593,4,1,1961,2001,1,268011.6613763428,25,1
H-0769,Swamp Bottom,1353,4,3,2003,2011,1,182682.7377780839,15,1
H-0869,Industrial District,2825,2,1,1985,2021,3,468179.788258745,5,2
H-1604,Golden Ridge,1693,7,1,1965,2011,4,757620.476961806,15,5
H-1014,Maplewood,2647,5,2,2008,2017,9,642841.0497966015,9,3
H-0468,Sunny Valley,1330,2,4,1988,1993,10,375901.03404421033,33,4
H-0427,Swamp Bottom,2389,3,1,1972,2021,4,265209.100640658,5,1
H-1134,Maplewood,2440,6,3,1998,2004,9,593281.5459308467,22,3
H-0103,Swamp Bottom,2522,7,3,2005,2016,8,650815.8268630574,10,1
H-1757,Maplewood,1376,4,1,1982,2000,9,355798.1125326797,26,3
H-0364,Industrial District,-16,4,2,1992,2009,2,41387.51356150444,17,2
H-0461,Maplewood,1608,7,3,2022,2022,1,363615.75485656114,4,3
H-1290,Sunny Valley,1975,3,1,1995,2001,2,469464.7224795164,25,4
H-1226,Sunny Valley,2690,6,2,1992,2007,7,755085.0042312184,19,4
H-0887,Sunny Valley,2078,5,1,2015,2017,4,525733.836412348,9,4
H-0377,Golden Ridge,1317,2,4,2015,2023,4,479419.1943813993,3,5
H-1473,Sunny Valley,1933,2,4,1963,2014,5,509491.9012116395,12,4
H-1125,Maplewood,1415,3,2,1964,2000,10,381403.01617122,26,3
H-0229,Maplewood,1878,3,3,1990,1996,10,497468.996714468,30,3
H-1342,Swamp Bottom,1511,6,1,2008,2022,9,200775.35723404316,4,1
H-0524,Swamp Bottom,1365,3,4,1982,2012,5,226431.19,14,1
H-0370,Golden Ridge,1747,5,3,2004,2020,9,778857.0960853642,6,5
H-0024,Golden Ridge,2948,4,2,1962,1998,5,622492.1309427385,28,5
H-1759,Maplewood,3072,5,4,2006,2017,7,715232.1154653287,9,3
H-0311,Golden Ridge,740,7,3,1988,2003,8,509134.0437325612,23,5
H-0801,Sunny Valley,1884,2,1,1961,2006,4,458201.6172513893,20,4
H-1157,Swamp Bottom,3557,4,2,1983,2016,5,385910.9379997342,10,1
H-1909,Golden Ridge,1790,2,4,1982,1993,5,624964.8307262146,33,5
H-1497,Maplewood,1628,2,1,1988,2014,2,345563.0414201676,12,3
H-0676,Golden Ridge,3616,6,1,1998,1999,8,1301852.954108195,27,5
H-0615,Industrial District,1405,6,2,1986,2000,5,339297.6134374658,26,2
H-1891,Sunny Valley,2559,2,4,1966,1993,8,695260.8495538837,33,4
H-0436,Golden Ridge,3470,2,4,1982,1998,7,1141497.3941875177,28,5
H-1215,Sunny Valley,2228,7,2,2005,2008,8,711245.6068576456,18,4
H-1053,Swamp Bottom,2396,6,2,1998,2016,2,316828.20935342694,10,1
H-0546,Golden Ridge,1265,7,4,1962,2024,5,827086.38,2,5
H-1919,Sunny Valley,379,4,2,1990,2020,5,177492.57161195888,6,4
H-0825,Industrial District,1508,4,4,1982,2021,6,326088.55337079515,5,2
H-1638,Industrial District,1012,5,4,1961,2004,1,225621.7781050201,22,2
H-1135,Golden Ridge,1448,6,2,2011,2017,2,603145.1792699862,9,5
H-2015,Golden Ridge,1799,3,4,1992,1994,7,524134.79689702834,32,5
H-0926,Sunny Valley,2378,5,3,2005,2019,10,679511.4620173199,7,4
H-1267,Maplewood,1886,3,1,1980,2011,7,428442.9501553001,15,3
H-0671,Swamp Bottom,1012,6,2,1972,1992,4,148099.96512552354,34,1
H-0606,Sunny Valley,1190,5,4,2004,2015,9,393742.7283826713,11,4
H-0534,Swamp Bottom,1201,2,1,2005,2020,5,244305.53,6,1
H-1480,Swamp Bottom,3181,4,4,2022,2023,1,312823.04842387687,3,1
H-0178,Swamp Bottom,1147,6,2,2005,2007,5,244879.00006810145,19,1
H-1746,Golden Ridge,2453,5,1,1997,2019,2,827759.7948462741,7,5
H-0840,Golden Ridge,1999,6,1,1988,1991,5,757895.6245925819,35,5
H-0042,Golden Ridge,2706,6,4,1993,1998,5,979177.3365379524,28,5
H-1703,Maplewood,1448,6,2,1979,2006,4,410961.7355930011,20,3
H-0551,Swamp Bottom,1194,5,1,1966,1997,4,314809.13,29,1
H-1892,Swamp Bottom,1727,7,2,1987,2012,2,192776.3549176609,14,1
H-0856,Golden Ridge,-244,3,3,1991,2011,10,121636.26396662906,15,5
H-0245,Industrial District,2773,5,2,1964,2017,2,475996.186328392,9,2
H-1731,Maplewood,2241,7,1,1996,2005,5,573203.6167439523,21,3
H-1957,Sunny Valley,2908,6,2,1992,2017,10,847470.5811843013,9,4
H-0593,Sunny Valley,2501,3,1,1968,2009,9,545012.33,17,4
H-0720,Industrial District,2867,5,4,1997,2006,5,553069.4858418282,20,2
H-1193,Maplewood,1339,4,4,1964,1992,1,323741.5958612684,34,3
H-0660,Sunny Valley,3176,2,1,2004,2023,10,798759.833400066,3,4
H-1749,Golden Ridge,1184,6,3,1988,2006,9,573825.1750000186,20,5
H-1210,Sunny Valley,958,4,3,1970,2022,9,353962.7864591267,4,4
H-1435,Golden Ridge,1407,2,1,1998,2013,8,507584.1400485847,13,5
H-0633,Maplewood,1893,4,2,1962,2002,10,442682.3204384079,24,3
H-0702,Sunny Valley,2437,4,4,2007,2017,3,664128.6521395646,9,4
H-0044,Golden Ridge,1343,4,3,1996,2010,9,424032.47865864006,16,5
H-0764,Golden Ridge,670,6,3,1960,2014,3,388532.57071708434,12,5
H-0562,Golden Ridge,2509,2,1,1991,2001,5,671052.42,25,5
H-1296,Sunny Valley,1339,4,4,1985,2020,4,418386.4000194119,6,4
H-1038,Golden Ridge,891,7,4,1978,2022,5,467021.8848446856,4,5
H-1459,Maplewood,2430,6,3,2004,2007,2,557176.5957392055,19,3
H-1429,Swamp Bottom,2479,3,2,1981,2022,3,265520.04201985715,4,1
H-0213,Sunny Valley,787,2,3,1982,2018,9,327539.68879100686,8,4
H-1621,Golden Ridge,2221,6,4,1972,2015,5,866211.0651483467,11,5
H-0359,Maplewood,762,7,4,1983,1991,8,333823.12312547286,35,3
H-0292,Swamp Bottom,931,7,3,1966,1997,8,176821.19945369943,29,1
H-1967,Sunny Valley,242,7,4,1961,1993,5,268274.14220606885,33,4
H-1376,Sunny Valley,2143,2,1,1985,2010,3,507832.6509059041,16,4
H-0508,Industrial District,2490,2,1,1990,2020,5,349819.11,6,2
H-1720,Golden Ridge,1266,7,2,1981,2006,5,584096.3651220151,20,5
H-1806,Maplewood,3166,2,2,1985,2021,10,687322.5882203697,5,3
H-1297,Golden Ridge,2471,3,1,1964,2005,1,786879.8190167306,21,5
H-0585,Sunny Valley,2158,4,4,1997,2002,2,570890.66,24,4
H-0882,Golden Ridge,1280,3,4,1968,2011,2,456118.8616492573,15,5
H-1156,Sunny Valley,2803,2,2,1963,1993,8,746954.4460646135,33,4
H-0923,Swamp Bottom,2703,5,3,1998,2015,2,264143.5118830183,11,1
H-1177,Golden Ridge,2542,7,2,2011,2014,5,992610.5082742596,12,5
H-0291,Golden Ridge,1885,7,1,2008,2017,9,838088.4173708854,9,5
H-0921,Maplewood,1827,7,4,2001,2007,2,496953.94051720336,19,3
H-1310,Golden Ridge,1914,2,3,1986,2008,1,623514.2836687972,18,5
H-1951,Sunny Valley,2256,7,3,1978,2001,1,633627.5414383985,25,4
H-0307,Sunny Valley,366,7,4,1965,1994,10,301914.9366610568,32,4
H-0200,Maplewood,2523,6,3,1962,1993,3,540069.2561451204,33,3
H-0069,Golden Ridge,1681,2,2,2009,2010,1,287372.3932110917,16,5
H-0467,Swamp Bottom,2495,2,3,1981,2013,1,212484.6841548993,13,1
H-1894,Maplewood,2180,4,4,2003,2014,8,523280.1123682596,12,3
H-1971,Swamp Bottom,1472,5,3,1965,1996,8,241458.3899064976,30,1
H-1520,Golden Ridge,601,6,3,1994,2006,9,454122.4925775838,20,5
H-2016,Golden Ridge,2248,7,3,2003,2023,6,572971.3512246349,3,5
H-1606,Golden Ridge,1359,4,4,1998,2000,7,566985.4667546436,26,5
H-0149,Swamp Bottom,2447,7,3,1981,2023,9,735147.8148860064,3,1
H-1949,Sunny Valley,1179,7,1,1984,1990,2,398280.7148372789,36,4
H-1627,Maplewood,1796,3,1,1990,2018,5,468298.4277181115,8,3
H-2017,Golden Ridge,2701,5,1,1988,2010,4,0.0,16,5
H-2018,Golden Ridge,1688,5,4,1965,2017,4,381103.5231625144,9,5
H-1275,Golden Ridge,2306,2,3,1987,2010,8,883156.9588252094,16,5
H-1049,Golden Ridge,2548,2,3,2013,2022,2,847539.6177013736,4,5
H-1234,Maplewood,1543,2,2,2000,2008,10,370672.1420961646,18,3
H-0729,Sunny Valley,2365,5,2,1969,1992,6,660009.7517458448,34,4
H-0737,Swamp Bottom,1917,5,3,1990,2020,1,196428.206956323,6,1
H-1485,Sunny Valley,3369,3,4,2016,2016,1,785550.6116322612,10,4
H-1424,Industrial District,1740,3,4,2005,2011,7,329788.77231568564,15,2
H-1740,Swamp Bottom,456,6,4,2000,2021,4,124609.52671502884,5,1
H-1365,Golden Ridge,2767,3,4,1996,1998,3,951237.1158038384,28,5
H-0535,Industrial District,666,2,3,1961,2004,8,365743.25,22,2
H-0216,Sunny Valley,2122,5,3,1991,2013,8,609353.4500422479,13,4
H-1232,Sunny Valley,2443,5,2,1961,1990,3,618362.5242447366,36,4
H-1904,Maplewood,2371,7,3,2013,2024,7,590147.3754428703,2,3
H-1861,Maplewood,2561,7,1,1992,2012,1,587029.4761798952,14,3
H-0631,Swamp Bottom,2494,5,3,2002,2015,8,331838.04551913496,11,1
H-1748,Swamp Bottom,359,7,4,1975,1992,9,58335.06350380974,34,1
H-2019,Golden Ridge,3216,3,2,1983,2021,10,865678.1069932629,5,5
H-1878,Sunny Valley,2617,2,1,1968,1997,8,665464.3567147277,29,4
H-0488,Industrial District,1427,5,4,2011,2024,4,298828.370099116,2,2
H-1501,Maplewood,1880,6,2,1968,2011,6,437607.907213898,15,3
H-1573,Swamp Bottom,633,3,2,2003,2008,4,109354.00510007355,18,1
H-0051,Golden Ridge,1529,2,3,1996,2001,2,122876.03523583464,25,5
H-1199,Golden Ridge,279,4,3,2000,2008,2,209335.4182820694,18,5
H-1667,Industrial District,2554,5,2,1977,2002,10,469699.9227750779,24,2
H-1366,Maplewood,2553,2,1,1979,2002,3,522172.009748452,24,3
H-1854,Industrial District,2721,2,2,1977,2018,8,439544.222724929,8,2
H-0969,Maplewood,2542,6,4,1977,2003,4,627900.3269043133,23,3
H-1515,Golden Ridge,1349,5,1,2020,2020,2,506961.9339763692,6,5
H-0391,Sunny Valley,2014,4,4,1976,2013,4,499358.5464521096,13,4
H-0607,Sunny Valley,2869,4,3,1976,2006,9,767162.7014486657,20,4
H-0234,Sunny Valley,2073,5,1,1974,2013,8,607211.3153094227,13,4
H-1479,Sunny Valley,2520,2,3,2021,2024,6,613754.5214859484,2,4
H-0805,Maplewood,2294,7,2,1994,2002,3,558698.4057865195,24,3
H-0056,Golden Ridge,1929,3,2,1988,2014,5,688681.5818775516,12,5
H-0123,Swamp Bottom,1902,5,3,1978,2007,8,771138.0036911741,19,1
H-1876,Maplewood,3440,5,1,1972,2018,1,692941.5138366693,8,3
H-0552,Maplewood,600,4,4,1960,2010,5,513569.5,16,3
H-1517,Swamp Bottom,1544,7,4,2003,2012,4,216314.6779925843,14,1
H-1011,Industrial District,2429,5,1,1990,2020,10,498753.1264995724,6,2
H-1058,Maplewood,2210,5,2,1963,1990,10,532485.7858156782,36,3
H-1970,Golden Ridge,1012,2,3,1991,2019,3,359894.21446813666,7,5
H-1065,Maplewood,1630,5,2,1977,2006,7,451662.9688412204,20,3
H-1020,Maplewood,2313,5,2,1987,2016,6,565432.9736385613,10,3
H-0807,Industrial District,1634,4,2,1977,1993,3,276078.5540456596,33,2
H-0089,Golden Ridge,2900,5,2,1982,2011,2,637630.7093218259,15,5
H-1838,Industrial District,2061,7,2,1990,2004,9,441613.1876573933,22,2
H-0376,Swamp Bottom,1935,6,3,1990,2023,3,208291.7600755953,3,1
H-0627,Maplewood,490,4,2,1978,1991,8,230053.36498554036,35,3
H-1781,Industrial District,2738,5,4,1966,2002,10,467439.42335987405,24,2
H-0327,Maplewood,2340,5,2,1999,2010,9,564455.2176699651,16,3
H-0142,Swamp Bottom,2376,6,1,1997,2011,2,525011.1471461877,15,1
H-0833,Sunny Valley,1335,7,4,1977,2024,7,480835.1902020325,2,4
H-0390,Industrial District,2950,2,1,2002,2010,7,503415.0832764323,16,2
H-0767,Swamp Bottom,2138,3,1,1997,2004,8,219620.36612796332,22,1
H-1660,Maplewood,2473,5,3,1990,1995,10,574844.0768032535,31,3
H-1994,Swamp Bottom,2473,5,4,2007,2022,2,281085.66525687295,4,1
H-0954,Sunny Valley,1788,2,3,2015,2023,2,451088.0209366601,3,4
H-0941,Maplewood,2383,4,1,2007,2021,3,494003.9538720977,5,3
H-1600,Sunny Valley,3231,3,1,1991,2021,1,763306.3759432127,5,4
H-0330,Sunny Valley,1115,6,2,1968,2001,6,415457.2343965116,25,4
H-1024,Industrial District,1842,4,2,1996,2006,8,355006.62124763074,20,2
H-0980,Sunny Valley,1616,2,1,2001,2017,7,451867.6537991145,9,4
H-0480,Maplewood,1609,6,4,2015,2024,10,460383.7519840928,2,3
H-0114,Swamp Bottom,903,3,1,2007,2021,8,244302.5701961303,5,1
H-1025,Maplewood,1751,6,2,2016,2016,8,471591.6410702344,10,3
H-0131,Swamp Bottom,1252,4,2,1999,2010,5,385594.1070618567,16,1
H-0479,Maplewood,1724,7,1,1981,2017,9,492738.3340761068,9,3
H-0744,Sunny Valley,707,4,2,2010,2022,7,303604.4843230655,4,4
H-0858,Maplewood,3174,5,4,1999,2012,1,648582.5396064172,14,3
